Form	Strength	DrugName	ActiveIngredient	
CAPSULE;ORAL	8MG;60MG	SEMPREX-D	ACRIVASTINE; PSEUDOEPHEDRINE HYDROCHLORIDE	
TABLET;ORAL	5MG;12.5MG	KERLEDEX	BETAXOLOL HYDROCHLORIDE; CHLORTHALIDONE	
TABLET;ORAL	10MG;12.5MG	KERLEDEX	BETAXOLOL HYDROCHLORIDE; CHLORTHALIDONE	
"CAPSULE, DELAYED REL PELLETS;ORAL"	20MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	PRILOSEC	OMEPRAZOLE	
"CAPSULE, DELAYED REL PELLETS;ORAL"	40MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	PRILOSEC	OMEPRAZOLE	
"CAPSULE, DELAYED REL PELLETS;ORAL"	10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	PRILOSEC	OMEPRAZOLE	
"FILM, EXTENDED RELEASE;TRANSDERMAL"	100MCG/HR	DURAGESIC-100	FENTANYL	
"FILM, EXTENDED RELEASE;TRANSDERMAL"	75MCG/HR	DURAGESIC-75	FENTANYL	
"FILM, EXTENDED RELEASE;TRANSDERMAL"	50MCG/HR	DURAGESIC-50	FENTANYL	
"FILM, EXTENDED RELEASE;TRANSDERMAL"	25MCG/HR	DURAGESIC-25	FENTANYL	
"FILM, EXTENDED RELEASE;TRANSDERMAL"	12.5MCG/HR	DURAGESIC-12	FENTANYL	
SOLUTION/DROPS;OPHTHALMIC	0.25%	BETAGAN	LEVOBUNOLOL HYDROCHLORIDE	
TABLET;ORAL	2.5MG	PROAMATINE	MIDODRINE HYDROCHLORIDE	
TABLET;ORAL	5MG	PROAMATINE	MIDODRINE HYDROCHLORIDE	
TABLET;ORAL	10MG	PROAMATINE	MIDODRINE HYDROCHLORIDE	
"CAPSULE, EXTENDED RELEASE;ORAL"	200MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	ORUVAIL	KETOPROFEN	
"CAPSULE, EXTENDED RELEASE;ORAL"	150MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	ORUVAIL	KETOPROFEN	
"CAPSULE, EXTENDED RELEASE;ORAL"	100MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	ORUVAIL	KETOPROFEN	
INJECTABLE;INJECTION	5MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	IV PERSANTINE	DIPYRIDAMOLE	
INJECTABLE;INJECTION	250 UNITS/ML	ADAGEN	PEGADEMASE BOVINE	
SOLUTION;TOPICAL	0.10%	LOCOID	HYDROCORTISONE BUTYRATE	
CAPSULE;ORAL	10MG	SORIATANE	ACITRETIN	
CAPSULE;ORAL	25MG	SORIATANE	ACITRETIN	
CAPSULE;ORAL	17.5MG	SORIATANE	ACITRETIN	
CAPSULE;ORAL	22.5MG	SORIATANE	ACITRETIN	
SPONGE;TOPICAL	4%	BIOSCRUB	CHLORHEXIDINE GLUCONATE	
SUSPENSION;TOPICAL	0.77%	LOPROX	CICLOPIROX	
INJECTABLE;INJECTION	40MG/100ML	THEOPHYLLINE 0.04% AND DEXTROSE 5% IN PLASTIC CONTAINER	THEOPHYLLINE	
INJECTABLE;INJECTION	80MG/100ML	THEOPHYLLINE 0.08% AND DEXTROSE 5% IN PLASTIC CONTAINER	THEOPHYLLINE	
INJECTABLE;INJECTION	160MG/100ML	THEOPHYLLINE 0.16% AND DEXTROSE 5% IN PLASTIC CONTAINER	THEOPHYLLINE	
INJECTABLE;INJECTION	200MG/100ML	THEOPHYLLINE 0.2% AND DEXTROSE 5% IN PLASTIC CONTAINER	THEOPHYLLINE	
INJECTABLE;INJECTION	400MG/100ML	THEOPHYLLINE 0.4% AND DEXTROSE 5% IN PLASTIC CONTAINER	THEOPHYLLINE	
INJECTABLE;INJECTION	320MG/100ML	THEOPHYLLINE 0.32% AND DEXTROSE 5% IN PLASTIC CONTAINER	THEOPHYLLINE	
CREAM;TOPICAL	EQ 1% BASE	OXISTAT	OXICONAZOLE NITRATE	
INJECTABLE;INJECTION	N/A	CERETEC	TECHNETIUM TC-99M EXAMETAZIME KIT	
INJECTABLE;INJECTION	200MG/100ML	LIDOCAINE HYDROCHLORIDE 0.2% AND DEXTROSE 5% IN PLASTIC CONTAINER	LIDOCAINE HYDROCHLORIDE	
INJECTABLE;INJECTION	400MG/100ML	LIDOCAINE HYDROCHLORIDE 0.4% AND DEXTROSE 5% IN PLASTIC CONTAINER	LIDOCAINE HYDROCHLORIDE	
INJECTABLE;INJECTION	800MG/100ML	LIDOCAINE HYDROCHLORIDE 0.8% AND DEXTROSE 5% IN PLASTIC CONTAINER	LIDOCAINE HYDROCHLORIDE	
FOR SOLUTION;TOPICAL	5%	SULFAMYLON	MAFENIDE ACETATE	
SUSPENSION;ORAL	100MG/5ML	CHILDREN'S ADVIL	IBUPROFEN	
"TABLET, EXTENDED RELEASE;ORAL"	5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	PLENDIL	FELODIPINE	
"TABLET, EXTENDED RELEASE;ORAL"	10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	PLENDIL	FELODIPINE	
"TABLET, EXTENDED RELEASE;ORAL"	2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	PLENDIL	FELODIPINE	
TABLET;ORAL	5MG	ZYRTEC ALLERGY	CETIRIZINE HYDROCHLORIDE	
TABLET;ORAL	10MG	ZYRTEC ALLERGY	CETIRIZINE HYDROCHLORIDE	
TABLET;ORAL	5MG	ZYRTEC HIVES RELIEF	CETIRIZINE HYDROCHLORIDE	
TABLET;ORAL	10MG	ZYRTEC HIVES RELIEF	CETIRIZINE HYDROCHLORIDE	
INJECTABLE;INJECTION	EQ 0.2MG BASE/ML	SUPPRELIN	HISTRELIN ACETATE	
INJECTABLE;INJECTION	EQ 0.5MG BASE/ML	SUPPRELIN	HISTRELIN ACETATE	
INJECTABLE;INJECTION	EQ 1MG BASE/ML	SUPPRELIN	HISTRELIN ACETATE	
INJECTABLE;INJECTION	400MG/100ML	BRETYLIUM TOSYLATE IN DEXTROSE 5% IN PLASTIC CONTAINER	BRETYLIUM TOSYLATE	
INJECTABLE;INJECTION	200MG/100ML	BRETYLIUM TOSYLATE IN DEXTROSE 5% IN PLASTIC CONTAINER	BRETYLIUM TOSYLATE	
TABLET;ORAL	EQ 50MG BASE	ZOLOFT	SERTRALINE HYDROCHLORIDE	
TABLET;ORAL	EQ 100MG BASE	ZOLOFT	SERTRALINE HYDROCHLORIDE	
TABLET;ORAL	EQ 150MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	ZOLOFT	SERTRALINE HYDROCHLORIDE	
TABLET;ORAL	EQ 200MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	ZOLOFT	SERTRALINE HYDROCHLORIDE	
TABLET;ORAL	EQ 25MG BASE	ZOLOFT	SERTRALINE HYDROCHLORIDE	
INJECTABLE;INJECTION	5mCi/0.5ML	INDIUM IN 111 CHLORIDE	INDIUM IN-111 CHLORIDE	
SUSPENSION;ORAL	100MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	MOTRIN	IBUPROFEN	
INJECTABLE;INJECTION	5GM/100ML;30MG/100ML;37MG/100ML;370MG/100ML;530MG/100ML;500MG/100ML	ISOLYTE S IN DEXTROSE 5% IN PLASTIC CONTAINER	DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE	
INJECTABLE;INJECTION	5GM/100ML;30MG/100ML;97MG/100ML;220MG/100ML;140MG/100ML	ISOLYTE H IN DEXTROSE 5% IN PLASTIC CONTAINER	DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE	
SUSPENSION/DROPS;OPHTHALMIC	EQ 0.25% BASE	BETOPTIC S	BETAXOLOL HYDROCHLORIDE	
INJECTABLE;INJECTION	400MG/40ML (10MG/ML)	CIPRO	CIPROFLOXACIN	
INJECTABLE;INJECTION	200MG/20ML (10MG/ML)	CIPRO	CIPROFLOXACIN	
INJECTABLE;INJECTION	1200MG/120ML (10MG/ML)	CIPRO	CIPROFLOXACIN	
SOLUTION/DROPS;OPHTHALMIC	0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	DAPIPRAZOLE HYDROCHLORIDE	DAPIPRAZOLE HYDROCHLORIDE	
TABLET;ORAL	5MG	LOTENSIN	BENAZEPRIL HYDROCHLORIDE	
TABLET;ORAL	10MG	LOTENSIN	BENAZEPRIL HYDROCHLORIDE	
TABLET;ORAL	20MG	LOTENSIN	BENAZEPRIL HYDROCHLORIDE	
TABLET;ORAL	40MG	LOTENSIN	BENAZEPRIL HYDROCHLORIDE	
CAPSULE;ORAL	250MG	CUPRIMINE	PENICILLAMINE	
CAPSULE;ORAL	125MG	CUPRIMINE	PENICILLAMINE	
TABLET;ORAL	250MG	DEPEN	PENICILLAMINE	
CREAM;TOPICAL	5%	ELIMITE	PERMETHRIN	
"TABLET, EXTENDED RELEASE;ORAL"	50MG;200MG	SINEMET CR	CARBIDOPA; LEVODOPA	
"TABLET, EXTENDED RELEASE;ORAL"	25MG;100MG	SINEMET CR	CARBIDOPA; LEVODOPA	
INJECTABLE;INJECTION	200MG/100ML	CIPRO IN DEXTROSE 5% IN PLASTIC CONTAINER	CIPROFLOXACIN	
INJECTABLE;INJECTION	400MG/200ML	CIPRO IN DEXTROSE 5% IN PLASTIC CONTAINER	CIPROFLOXACIN	
INJECTABLE;INJECTION	200MG/100ML	CIPRO IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	CIPROFLOXACIN	
TABLET;ORAL	2MG	IMODIUM A-D	LOPERAMIDE HYDROCHLORIDE	
INJECTABLE;INJECTION	2mCi/0.2ML	INDICLOR	INDIUM IN-111 CHLORIDE	
INJECTABLE;INJECTION	EQ 0.05MG BASE/AMP **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	GEREF	SERMORELIN ACETATE	
INJECTABLE;INJECTION	37MG/100ML;5GM/100ML;31MG/100ML;120MG/100ML;330MG/100ML;88MG/100ML	ISOLYTE R IN DEXTROSE 5% IN PLASTIC CONTAINER	CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE	
TABLET;ORAL	80MG	BETAPACE	SOTALOL HYDROCHLORIDE	
TABLET;ORAL	160MG	BETAPACE	SOTALOL HYDROCHLORIDE	
TABLET;ORAL	240MG	BETAPACE	SOTALOL HYDROCHLORIDE	
TABLET;ORAL	320MG	BETAPACE	SOTALOL HYDROCHLORIDE	
TABLET;ORAL	120MG	BETAPACE	SOTALOL HYDROCHLORIDE	
INJECTABLE;INJECTION	35MG/100ML;5GM/100ML;30MG/100ML;74MG/100ML;640MG/100ML;500MG/100ML;74MG/100ML	ISOLYTE E IN DEXTROSE 5% IN PLASTIC CONTAINER	CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE	
LIQUID;N/A	100%	STERILE WATER FOR INJECTION IN PLASTIC CONTAINER	STERILE WATER FOR INJECTION	
INJECTABLE;INJECTION	5GM/100ML;150MG/100ML;130MG/100ML;280MG/100ML;91MG/100ML	ISOLYTE M IN DEXTROSE 5% IN PLASTIC CONTAINER	"DEXTROSE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE"	
"TABLET, EXTENDED RELEASE;ORAL"	650MG	TYLENOL 	ACETAMINOPHEN	
"TABLET, EXTENDED RELEASE;ORAL"	650MG	TYLENOL 	ACETAMINOPHEN	
INJECTABLE;INJECTION	5GM/100ML;31MG/100ML;130MG/100ML;26MG/100ML;320MG/100ML	ISOLYTE P IN DEXTROSE 5% IN PLASTIC CONTAINER	"DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE"	
INJECTABLE;INJECTION	200MG/ML	ORNIDYL	EFLORNITHINE HYDROCHLORIDE	
INJECTABLE;INJECTION	50MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	PARAPLATIN	CARBOPLATIN	
INJECTABLE;INJECTION	150MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	PARAPLATIN	CARBOPLATIN	
INJECTABLE;INJECTION	450MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	PARAPLATIN	CARBOPLATIN	
CREAM;VAGINAL	2%	BUTOCONAZOLE NITRATE	BUTOCONAZOLE NITRATE	
INJECTABLE;INJECTION	N/A	TECHNESCAN MAG3	TECHNETIUM TC-99M MERTIATIDE KIT	
INJECTABLE;INTRAVENOUS	100MG/ML	MESNEX	MESNA	
TABLET;ORAL	EQ 5MG BASE	ACCUPRIL	QUINAPRIL HYDROCHLORIDE	
TABLET;ORAL	EQ 10MG BASE	ACCUPRIL	QUINAPRIL HYDROCHLORIDE	
TABLET;ORAL	EQ 20MG BASE	ACCUPRIL	QUINAPRIL HYDROCHLORIDE	
TABLET;ORAL	EQ 40MG BASE	ACCUPRIL	QUINAPRIL HYDROCHLORIDE	
"SPRAY, METERED;NASAL"	EQ 0.2MG BASE/SPRAY	SYNAREL	NAFARELIN ACETATE	
FOR SOLUTION;INHALATION	300MG/VIAL	NEBUPENT	PENTAMIDINE ISETHIONATE	
FOR SOLUTION;INHALATION	600MG/VIAL	NEBUPENT	PENTAMIDINE ISETHIONATE	
TABLET;ORAL	12.5MG;20MG	ZESTORETIC	HYDROCHLOROTHIAZIDE; LISINOPRIL	
TABLET;ORAL	25MG;20MG	ZESTORETIC	HYDROCHLOROTHIAZIDE; LISINOPRIL	
TABLET;ORAL	12.5MG;10MG	ZESTORETIC	HYDROCHLOROTHIAZIDE; LISINOPRIL	
"SPRAY, METERED;NASAL"	1MG/SPRAY **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	STADOL	BUTORPHANOL TARTRATE	
SOLUTION;ORAL	5MG/5ML	DILAUDID	HYDROMORPHONE HYDROCHLORIDE	
TABLET;ORAL	8MG	DILAUDID	HYDROMORPHONE HYDROCHLORIDE	
TABLET;ORAL	4MG	DILAUDID	HYDROMORPHONE HYDROCHLORIDE	
TABLET;ORAL	2MG	DILAUDID	HYDROMORPHONE HYDROCHLORIDE	
INJECTABLE;INJECTION	70GM/100ML	DEXTROSE 70% IN PLASTIC CONTAINER	DEXTROSE	
INJECTABLE;INJECTION	50GM/100ML	DEXTROSE 50% IN PLASTIC CONTAINER	DEXTROSE	
IMPLANT;IMPLANTATION	36MG/IMPLANT	NORPLANT	LEVONORGESTREL	
TABLET;ORAL	10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	PRAVACHOL	PRAVASTATIN SODIUM	
TABLET;ORAL	20MG	PRAVACHOL	PRAVASTATIN SODIUM	
TABLET;ORAL	40MG	PRAVACHOL	PRAVASTATIN SODIUM	
TABLET;ORAL	80MG	PRAVACHOL	PRAVASTATIN SODIUM	
TABLET;ORAL	200MG;30MG	SINE-AID IB	IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE	
CAPSULE;ORAL	1.25MG	ALTACE	RAMIPRIL	
CAPSULE;ORAL	2.5MG	ALTACE	RAMIPRIL	
CAPSULE;ORAL	5MG	ALTACE	RAMIPRIL	
CAPSULE;ORAL	10MG	ALTACE	RAMIPRIL	
INJECTABLE;INJECTION	14.9MG/ML	POTASSIUM CHLORIDE 10MEQ IN PLASTIC CONTAINER	POTASSIUM CHLORIDE	
INJECTABLE;INJECTION	29.8MG/ML	POTASSIUM CHLORIDE 20MEQ IN PLASTIC CONTAINER	POTASSIUM CHLORIDE	
INJECTABLE;INJECTION	2.24GM/100ML	POTASSIUM CHLORIDE 30MEQ IN PLASTIC CONTAINER	POTASSIUM CHLORIDE	
INJECTABLE;INJECTION	2.98GM/100ML	POTASSIUM CHLORIDE 40MEQ IN PLASTIC CONTAINER	POTASSIUM CHLORIDE	
INJECTABLE;INJECTION	746MG/100ML	POTASSIUM CHLORIDE 10MEQ IN PLASTIC CONTAINER	POTASSIUM CHLORIDE	
INJECTABLE;INJECTION	1.49GM/100ML	POTASSIUM CHLORIDE 20MEQ IN PLASTIC CONTAINER	POTASSIUM CHLORIDE	
CAPSULE;ORAL	25MG	ANAFRANIL	CLOMIPRAMINE HYDROCHLORIDE	
CAPSULE;ORAL	50MG	ANAFRANIL	CLOMIPRAMINE HYDROCHLORIDE	
CAPSULE;ORAL	75MG	ANAFRANIL	CLOMIPRAMINE HYDROCHLORIDE	
SOLUTION/DROPS;OPHTHALMIC	0.30%	OPTIPRANOLOL	METIPRANOLOL HYDROCHLORIDE	
TABLET;ORAL	5MG	AMBIEN	ZOLPIDEM TARTRATE	
TABLET;ORAL	10MG	AMBIEN	ZOLPIDEM TARTRATE	
SUSPENSION;ORAL	200MG/5ML	ZOVIRAX	ACYCLOVIR	
SYRUP;ORAL	50MG/5ML	RETROVIR	ZIDOVUDINE	
"AEROSOL, METERED;INHALATION"	0.90%	BRONCHO SALINE	SODIUM CHLORIDE	
TABLET;ORAL	10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	MONOPRIL	FOSINOPRIL SODIUM	
TABLET;ORAL	20MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	MONOPRIL	FOSINOPRIL SODIUM	
TABLET;ORAL	40MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	MONOPRIL	FOSINOPRIL SODIUM	
INJECTABLE;INJECTION	1MG/ML	MORPHINE SULFATE	MORPHINE SULFATE	
INJECTABLE;INJECTION	5MG/ML	MORPHINE SULFATE	MORPHINE SULFATE	
INJECTABLE;INJECTION	0.5MG/ML	MORPHINE SULFATE	MORPHINE SULFATE	
LOTION;TOPICAL	1%	NIX	PERMETHRIN	
SUPPOSITORY;RECTAL	500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	ROWASA	MESALAMINE	
SOLUTION/DROPS;OPHTHALMIC	0.30%	OCUFLOX	OFLOXACIN	
INJECTABLE;INJECTION	EQ 10MG BASE/ML	CORLOPAM	FENOLDOPAM MESYLATE	
CAPSULE;ORAL	50MG	HEXALEN	ALTRETAMINE	
SHAMPOO;TOPICAL	2%	NIZORAL	KETOCONAZOLE	
INJECTABLE;INJECTION	N/A	CARDIOTEC	TECHNETIUM TC-99M TEBOROXIME KIT	
LOTION;TOPICAL	10%	KLARON	SULFACETAMIDE SODIUM	
SOLUTION;IRRIGATION	20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML	LACTATED RINGER'S IN PLASTIC CONTAINER	CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE	
INJECTABLE;INJECTION	3MG/ML	ADENOCARD	ADENOSINE	
INJECTABLE;INJECTION	100 UNITS/ML	NOVOLIN R	INSULIN RECOMBINANT HUMAN	
CREAM;TOPICAL	10%	ACTINEX	MASOPROCOL	
CREAM;TOPICAL	2.5%;2.5%	EMLA	LIDOCAINE; PRILOCAINE	
INJECTABLE;INJECTION	30%	INTRALIPID 30%	SOYBEAN OIL	
INJECTABLE; INJECTION	3.75MG	LUPRON	LEUPROLIDE ACETATE	
INJECTABLE;INJECTION	EQ 1MG BASE/ML	NUROMAX	DOXACURIUM CHLORIDE	
TABLET;ORAL	50MG	DIFLUCAN	FLUCONAZOLE	
TABLET;ORAL	100MG	DIFLUCAN	FLUCONAZOLE	
TABLET;ORAL	200MG	DIFLUCAN	FLUCONAZOLE	
TABLET;ORAL	150MG	DIFLUCAN	FLUCONAZOLE	
INJECTABLE;INJECTION	200MG/100ML (2MG/ML)	DIFLUCAN IN SODIUM CHLORIDE 0.9%	FLUCONAZOLE	
INJECTABLE;INJECTION	200MG/100ML (2MG/ML)	DIFLUCAN IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	FLUCONAZOLE	
INJECTABLE;INJECTION	200MG/100ML (2MG/ML)	DIFLUCAN IN DEXTROSE 5% IN PLASTIC CONTAINER	FLUCONAZOLE	
INJECTABLE;INJECTION	400MG/200ML (2MG/ML)	DIFLUCAN IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	FLUCONAZOLE	
INJECTABLE;INJECTION	400MG/200ML (2MG/ML)	DIFLUCAN IN DEXTROSE 5% IN PLASTIC CONTAINER	FLUCONAZOLE	
INJECTABLE;INJECTION	400MG/200ML (2MG/ML)	DIFLUCAN IN SODIUM CHLORIDE 0.9%	FLUCONAZOLE	
INJECTABLE;INJECTION	10MG/ML	RETROVIR	ZIDOVUDINE	
INJECTABLE;INJECTION	"4,000 UNITS/100ML"	"HEPARIN SODIUM 20,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER"	HEPARIN SODIUM	
INJECTABLE;INJECTION	"5,000 UNITS/100ML"	"HEPARIN SODIUM 25,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER"	HEPARIN SODIUM	
INJECTABLE;INJECTION	"10,000 UNITS/100ML"	"HEPARIN SODIUM 25,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER"	HEPARIN SODIUM	
INJECTABLE;INJECTION	200 UNITS/100ML	"HEPARIN SODIUM 1,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER"	HEPARIN SODIUM	
TABLET;ORAL	0.1MG	DDAVP	DESMOPRESSIN ACETATE	
TABLET;ORAL	0.2MG	DDAVP	DESMOPRESSIN ACETATE	
OINTMENT;TOPICAL	0.01%	CUTIVATE	FLUTICASONE PROPIONATE	
CREAM;TOPICAL	0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	CUTIVATE	FLUTICASONE PROPIONATE	
INJECTABLE;INJECTION	100 UNITS/ML	NOVOLIN N	INSULIN SUSP ISOPHANE RECOMBINANT HUMAN	
INJECTABLE;INJECTION	25MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	GANITE	GALLIUM NITRATE	
"TABLET, EXTENDED RELEASE;ORAL"	EQ 50MG TARTRATE	TOPROL-XL	METOPROLOL SUCCINATE	
"TABLET, EXTENDED RELEASE;ORAL"	EQ 100MG TARTRATE	TOPROL-XL	METOPROLOL SUCCINATE	
"TABLET, EXTENDED RELEASE;ORAL"	EQ 200MG TARTRATE	TOPROL-XL	METOPROLOL SUCCINATE	
"TABLET, EXTENDED RELEASE;ORAL"	EQ 25MG TARTRATE	TOPROL-XL	METOPROLOL SUCCINATE	
CREAM;TOPICAL	0.05%	RENOVA	TRETINOIN	
CREAM;VAGINAL	0.80%	TERAZOL 3	TERCONAZOLE	
INJECTABLE;INJECTION	100 UNITS/ML	NOVOLIN L	INSULIN ZINC SUSP RECOMBINANT HUMAN	
SOLUTION;TOPICAL	0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	TEMOVATE	CLOBETASOL PROPIONATE	
CREAM;TOPICAL	0.05%	ULTRAVATE	HALOBETASOL PROPIONATE	
OINTMENT;TOPICAL	0.05%	ULTRAVATE	HALOBETASOL PROPIONATE	
INJECTABLE;INJECTION	10MG/100ML	NITROGLYCERIN IN DEXTROSE 5%	NITROGLYCERIN	
INJECTABLE;INJECTION	20MG/100ML	NITROGLYCERIN IN DEXTROSE 5%	NITROGLYCERIN	
INJECTABLE;INJECTION	40MG/100ML	NITROGLYCERIN IN DEXTROSE 5%	NITROGLYCERIN	
INJECTABLE;INJECTION	5GM/100ML	DEXTROSE 5% IN PLASTIC CONTAINER	DEXTROSE	
SOLUTION/DROPS;OPHTHALMIC	1%	OCUPRESS	CARTEOLOL HYDROCHLORIDE	
TABLET;ORAL	667MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	PHOSLO	CALCIUM ACETATE	
"TABLET, EXTENDED RELEASE;ORAL"	30MG	ORAMORPH SR	MORPHINE SULFATE	
"TABLET, EXTENDED RELEASE;ORAL"	60MG	ORAMORPH SR	MORPHINE SULFATE	
"TABLET, EXTENDED RELEASE;ORAL"	100MG	ORAMORPH SR	MORPHINE SULFATE	
"TABLET, EXTENDED RELEASE;ORAL"	15MG	ORAMORPH SR	MORPHINE SULFATE	
INJECTABLE;INJECTION	0.08%	BUPIVACAINE HYDROCHLORIDE KIT	BUPIVACAINE HYDROCHLORIDE	
INJECTABLE;INJECTION	0.11%	BUPIVACAINE HYDROCHLORIDE KIT	BUPIVACAINE HYDROCHLORIDE	
INJECTABLE;INJECTION	0.23%	BUPIVACAINE HYDROCHLORIDE KIT	BUPIVACAINE HYDROCHLORIDE	
TABLET;ORAL	125MG	TICLID	TICLOPIDINE HYDROCHLORIDE	
TABLET;ORAL	250MG	TICLID	TICLOPIDINE HYDROCHLORIDE	
INJECTABLE;INJECTION	N/A	ULTRATAG	TECHNETIUM TC-99M RED BLOOD CELL KIT	
TABLET;ORAL	10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	ZEBETA	BISOPROLOL FUMARATE	
TABLET;ORAL	5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	ZEBETA	BISOPROLOL FUMARATE	
"Film, Extended Release; Transdermal"	11MG/24HR	PROSTEP	NICOTINE	
"Film, Extended Release; Transdermal"	22MG/24HR	PROSTEP	NICOTINE	
"FILM, EXTENDED RELEASE;TRANSDERMAL"	11MG/24HR	PROSTEP	NICOTINE	
"FILM, EXTENDED RELEASE;TRANSDERMAL"	22MG/24HR	PROSTEP	NICOTINE	
INJECTABLE;INJECTION	30 UNITS/ML;70 UNITS/ML	NOVOLIN 70/30	INSULIN RECOMBINANT HUMAN; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN	
SOLUTION/DROPS;OPHTHALMIC	EQ 0.3% BASE	CILOXAN	CIPROFLOXACIN HYDROCHLORIDE	
CAPSULE;ORAL	100MG	CHEMET	SUCCIMER	
INJECTABLE;INJECTION	15MG/ML	MORPHINE SULFATE	MORPHINE SULFATE	
INJECTABLE;INJECTION	33MG/100ML;5GM/100ML;30MG/100ML;860MG/100ML	DEXTROSE 5% IN RINGER'S IN PLASTIC CONTAINER	CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE	
SHAMPOO;TOPICAL	0.01%	CAPEX	FLUOCINOLONE ACETONIDE	
INJECTABLE;INJECTION	33MG/100ML;30MG/100ML;860MG/100ML	RINGER'S IN PLASTIC CONTAINER	CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE	
INJECTABLE;INJECTION	1.87GM/100ML	SODIUM LACTATE 1/6 MOLAR IN PLASTIC CONTAINER	SODIUM LACTATE	
"CAPSULE, EXTENDED RELEASE;ORAL"	30MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	CARDENE SR	NICARDIPINE HYDROCHLORIDE	
"CAPSULE, EXTENDED RELEASE;ORAL"	45MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	CARDENE SR	NICARDIPINE HYDROCHLORIDE	
"CAPSULE, EXTENDED RELEASE;ORAL"	60MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	CARDENE SR	NICARDIPINE HYDROCHLORIDE	
INJECTABLE;INJECTION	5GM/100ML	MANNITOL 5% IN PLASTIC CONTAINER	MANNITOL	
